24,'Persuasive'
26,'Obnoxious'
11,'Longwinded'
21,'Unconvincing'
8,'Informative'
9,'Ingenious'
1,'Beautiful'
22,'Fascinating'
3,'Courageous'
7,'Funny'
25,'OK'
23,'Jaw-dropping'
10,'Inspiring'
2,'Confusing'
