2160,TEDGlobal 2014,Asha de Vos,Why you should care about whale poo
142,TED2006,Alan Russell,The potential of regenerative medicine
1983,TED2014,Elizabeth Gilbert,"Success, failure and the drive to keep creating"
987,TEDGlobal 2010,Patrick Chappatte,The power of cartoons
284,TEDWomen 2010,Sheikha Al Mayassa,"Globalizing the local, localizing the global"
2397,TEDGlobal>Geneva,António Guterres,Refugees have the right to be protected
66,TED2006,Ken Robinson,Do schools kill creativity?
877,TEDxUSC,Adam Sadowsky,How to engineer a viral music video
2474,TED2016,Adam Grant,The surprising habits of original thinkers
1704,TED2013,Sanjay Dastoor,"A skateboard, with a boost"
2432,TEDGlobal>Geneva,Caleb Harper,This computer will grow your food in the future
1755,TED2013,Lisa Bu,How books can open your mind
1605,TEDxDublin,Emma Teeling,The secret of the bat genome
785,TED2010,James Cameron,Before Avatar ... a curious boy
1613,TED2012,Julie Burstein,4 lessons in creativity
173,The Do Lectures,Tim Birkhead,The early birdwatchers
1271,TEDGlobal 2011,Yves Rossy,Fly with the Jetman
1907,TEDxMet,Luke Syson,"How I learned to stop worrying and love ""useless"" art"
1949,TED2014,Charmian Gooch,My wish: To launch a new era of openness in business
2567,TEDSummit,Rebecca MacKinnon,We can fight terror without sacrificing our rights
948,TEDGlobal 2010,Rachel Sussman,The world's oldest living things
18,TED2005,Janine Benyus,Biomimicry's surprising lessons from nature's engineers
2245,TED2015,Tal Danino,Programming bacteria to detect cancer (and maybe treat it)
313,TEDGlobal 2007,Marisa Fick-Jordan,The wonder of Zulu wire art
1479,TEDxUSC,Rodney Mullen,Pop an ollie and innovate!
2705,TEDxBeaconStreet,Joy Buolamwini,How I'm fighting bias in algorithms
2635,TEDWomen 2016,Tiq Milan and Kim Katrin Milan,A queer vision of love and marriage
2565,TEDxDesMoines,Timothy Ihrig,What we can do to die well
1180,TED2011,Rajesh Rao,A Rosetta Stone for a lost language
1238,TED2011,Graham Hill,"Less stuff, more happiness"
2143,TED2014,Ben Saunders,To the South Pole and back — the hardest 105 days of my life
2688,TEDxBeaconStreet,Margaret Bourdeaux,Why civilians suffer more once a war is over
1217,TED2011,Edward Tenner,Unintended consequences
1630,TEDSalon London Fall 2012,Markham Nolan,How to separate fact and fiction online
689,TEDIndia 2009,Shashi Tharoor,Why nations should pursue soft power
1242,TEDxThessaloniki,Paul Lewis,How mobile phones helped solve two murders
2242,TED2015,Bill T. Jones,"The dancer, the singer, the cellist ... and a moment of creative magic"
351,TED2003,Marvin Minsky,Health and the human mind
302,TEDxObserver,Rick Falkvinge,I am a pirate
1041,TEDxMidwest,Majora Carter,3 stories of local eco-entrepreneurship
2433,TEDxVancouver,Ivan Coyote,Why we need gender-neutral bathrooms
701,TEDGlobal 2009,Andrea Ghez,The hunt for a supermassive black hole
353,TED2007,David S. Rose,How to pitch to a VC
892,TEDSalon London 2010,Charles Leadbeater,Education innovation in the slums
705,EG 2008,Scott Kim,The art of puzzles
1640,TEDSalon London Fall 2012,Andy Puddicombe,All it takes is 10 mindful minutes
2326,TED2015,David Rothkopf,How fear drives American politics
319,EG 2007,Kevin Kelly,"The next 5,000 days of the web"
2644,TEDxSaltLakeCity,Kevin B. Jones,Why curiosity is the key to science and medicine
1444,TED2012,Renny Gleeson,"404, the story of a page not found"
1293,TEDxEast,Sarah Kay,How many lives can you live?
409,TED2008,Richard Preston,The mysterious lives of giant trees
972,TEDGlobal 2010,Tim Jackson,An economic reality check
1728,TED Talks Education,Rita Pierson,Every kid needs a champion
2398,TEDGlobal>London,Rodrigo Bijou,Governments don't understand cyber warfare. We need hackers
1585,TEDGlobal 2012,John Wilbanks,Let's pool our medical data
1725,TED2013,David Pogue,10 top time-saving tech tips
1706,TEDxRiodelaPlata,Dan Ariely,What makes us feel good about our work?
2264,TEDGlobal 2014,Jimmy Nelson,Gorgeous portraits of the world's vanishing people
1033,TEDWomen 2010,Hanna Rosin,New data on the rise of women
1184,TED2011,Nathan Myhrvold,Cooking as never seen before
1320,TEDxWomen 2011,"Lauren Hodge, Shree Bose + Naomi Shah",Award-winning teenage science in action
562,TED2004,Felix Dennis,Odes to vice and consequences
1048,TEDxToronto 2010,Neil Pasricha,The 3 A's of awesome
2463,TED2016,Angélica Dass,The beauty of human skin in every color
1803,TEDxBeirut,Suzanne Talhouk,Don't kill your language
183,TED2007,Paul Rothemund,Playing with DNA that self-assembles
1586,TEDGlobal 2012,Jason McCue,Terrorism is a failed brand
751,TEDIndia 2009,Eve Ensler,Embrace your inner girl
181,TED2007,Richard Branson,"Life at 30,000 feet"
2034,TEDGlobal 2013,Julian Treasure,How to speak so that people want to listen
2054,TEDxSydney,Megan Washington,Why I live in mortal dread of public speaking
2217,TED2015,Monica Lewinsky,The price of shame
900,TED2010,Carter Emmart,A 3D atlas of the universe
1059,TEDSalon London 2010,Martin Jacques,Understanding the rise of China
1969,TED2014,Louie Schwartzberg, Hidden miracles of the natural world
1005,TEDGlobal 2010,Auret van Heerden,Making global labor fair
578,TED2009,Diane Benscoter,How cults rewire the brain
1973,TED2014,David Brooks,Should you live for your résumé ... or your eulogy?
1403,TED2012,Leymah Gbowee,"Unlock the intelligence, passion, greatness of girls"
92,TED2006,Hans Rosling,The best stats you've ever seen
1541,TEDxMaui,Lisa Kristine,Photos that bear witness to modern slavery
52,TED2002,Raspyni Brothers,Juggle and jest
1323,TEDxWomen 2011,Morley,"""Women of Hope"""
2046,TEDxBeaconStreet,Nikolai Begg,A tool to fix one of the most dangerous moments in surgery
2580,TED2016,Courtney E. Martin,The new American Dream
210,TEDGlobal 2005,Alison Jackson,An unusual glimpse at celebrity
1263,TEDxO'Porto,Sandra Fisher-Martins,The right to understand
408,TED2008,Gregory Petsko,The coming neurological epidemic
1231,TEDGlobal 2011,Abraham Verghese,A doctor's touch
2615,TED Talks Live,Victor Rios,Help for kids the education system ignores
1797,TED@New York,Tania Luna,How a penny made me feel like a millionaire
1173,TED2011,Maya Beiser,A cello with many voices
1152,TED2011,Aaron Koblin,Visualizing ourselves ... with crowd-sourced data
1805,TEDxColbyCollege,Daniel H. Cohen,For argument's sake
2012,TED2014,Dan Gilbert,The psychology of your future self
63,TEDGlobal 2005,Charles Leadbeater,The era of open innovation
631,TED2006,Vishal Vaid,Hypnotic South Asian improv music
87,TED2004,Ze Frank,Nerdcore comedy
1629,TEDxSummit,Maz Jobrani,"A Saudi, an Indian and an Iranian walk into a Qatari bar ..."
342,TED2013,David Lang,My underwater robot
2826,TED2017,Titus Kaphar,Can art amend history?
1459,TEDxBerkeley,Ken Goldberg,4 lessons from robots about being human
1215,TED2011,Skylar Tibbits,Can we make things that make themselves?
307,TED2008,Helen Fisher,The brain in love
147,TED2007,David Bolinsky,Visualizing the wonder of a living cell
8,TED2002,David Rockwell,A memorial at Ground Zero
1289,TEDGlobal 2011,Annie Murphy Paul,What we learn before we're born
333,TED2007,Jonathan Drori,What we think we know
419,Taste3 2008,Benjamin Wallace,The price of happiness
606,TED2009,Golan Levin,Art that looks back at you
997,TEDGlobal 2010,David Bismark,E-voting without fraud
1508,TED2012,Gabriel Barcia-Colombo,Capturing memories in video art
2495,TED2016,Uri Hasson,This is your brain on communication
1927,TED@State Street Boston,Chris McKnett,The investment logic for sustainability
2672,TEDWomen 2016,Deepika Kurup,A young scientist's quest for clean water
872,TED2010,John Underkoffler,Pointing to the future of UI
947,TEDGlobal 2010,Derek Sivers,Keep your goals to yourself
108,TED2006,Rives,A mockingbird remix of TED2006
2163,TEDxRiodelaPlata,Cristina Domenech,Poetry that frees the soul
195,TED2005,Robert Full,The sticky wonder of gecko feet
114,TED2006,Tom Rielly,A comic sendup of TED2006
444,TED2015,Matt Kenyon,A secret memorial for civilian casualties
1201,TEDGlobal 2011,Adam Ostrow,After your final status update
2887,TEDxMileHigh,Theo E.J. Wilson,A black man goes undercover in the alt-right
1595,TEDxHousesOfParliament,Rory Stewart,Why democracy matters
2222,TED2015,Dave Isay,Everyone around you has a story the world needs to hear
1197,TEDGlobal 2011,Geoffrey West,The surprising math of cities and corporations
2072,TED2014,Jim Holt,Why does the universe exist?
2819,TED2017,Noah Feldman,Hamilton vs. Madison and the birth of American partisanship
2224,TED2015,Daniel Kish,How I use sonar to navigate the world
2876,TEDxMileHigh,Caitlin Quattromani and Lauran Arledge,How our friendship survives our opposing politics
1469,TED2012,Terry Moore,Why is 'x' the unknown?
164,TEDGlobal 2005,Steven Pinker,What our language habits reveal
1531,TEDGlobal 2012,Daphne Koller,What we're learning from online education
1253,TEDGlobal 2011,Richard Wilkinson,How economic inequality harms societies
2598,TEDSummit,Pico Iyer,The beauty of what we'll never know
529,TED2007,Laurie Garrett,Lessons from the 1918 flu
988,TED2010,"David Byrne, Ethel + Thomas Dolby","""(Nothing But) Flowers"" with string quartet"
462,TED2009,Barry Schwartz,Our loss of wisdom
2064,TED2014,Aziza Chaouni,"How I brought a river, and my city, back to life"
984,TEDGlobal 2010,Heribert Watzke,The brain in your gut
2818,TEDxCambridge,Tricia Wang,The human insights missing from big data
2712,TEDWomen 2016,Michele L. Sullivan,"Asking for help is a strength, not a weakness"
1997,TED2014,Kevin Briggs,The bridge between suicide and life
222,TED2007,Jill Sobule + Julia Sweeney,The Jill and Julia Show
1708,TEDxSeattleU,Ken Jennings,"Watson, Jeopardy and me, the obsolete know-it-all"
1454,TED2012,Nathan Wolfe,What's left to explore?
2614,TEDSummit,Christopher Soghoian,Your smartphone is a civil rights issue
1317,TEDxBoston 2011,Michelle Borkin,Can astronomers help doctors?
2429,TEDGlobal>Geneva,Jocelyne Bloch,The brain may be able to repair itself -- with help
1302,TEDMED 2011,Quyen Nguyen,Color-coded surgery
804,TEDxNASA,Joel Levine,Why we need to go back to Mars
669,TEDGlobal 2009,Becky  Blanton,The year I was homeless
1193,TEDGlobal 2011,Thandie Newton,"Embracing otherness, embracing myself"
721,Justice with Michael Sandel,Michael Sandel,What's the right thing to do?
1194,TEDGlobal 2011,Kevin Slavin,How algorithms shape our world
26,TEDSalon 2006,Rives,If I controlled the Internet
2014,TED2014,Robert Full,"The secrets of nature's grossest creatures, channeled into robots"
373,TED2014,Sting,How I started writing songs again
2481,TED2016,"Amanda Palmer, Jherek Bischoff, Usman Riaz","""Space Oddity"""
209,TED2002,Bill Strickland,"Rebuilding a neighborhood with beauty, dignity, hope"
422,TED2004,Steven Strogatz,The science of sync
2045,TED2014,David Chalmers,How do you explain consciousness?
2261,TED2015,Jeffrey Brown,How we cut youth violence in Boston by 79 percent
2092,TED2014,Moshe Safdie,How to reinvent the apartment building
2373,Mission Blue II,Carl Safina,What are animals thinking and feeling?
1085,TED2011,JR,My wish: Use art to turn the world inside out
1519,TEDGlobal 2012,Michael Hansmeyer,Building unimaginable shapes
389,TEDYouth 2014,Fredy Peccerelli,"A forensic anthropologist who brings closure for the ""disappeared"""
2840,TEDxPennsylvaniaAvenue,Richard J. Berry,A practical way to help the homeless find work and safety
715,TEDIndia 2009,Charles Anderson,Dragonflies that fly across oceans
945,TEDGlobal 2010,Johan Rockstrom,Let the environment guide our development
2460,TED2016,Astro Teller,The unexpected benefit of celebrating failure
505,TEDxMidAtlantic,Michael Botticelli,Addiction is a disease. We should treat it like one
1305,TEDxDU 2011,Ramona Pierson,An unexpected place of healing
1978,TED2014,Sarah Lewis,Embrace the near win
865,TED2010,Ken Robinson,Bring on the learning revolution!
1904,TED@BCG Singapore,Harish Manwani,Profit’s not always the point
1971,TED2014,David Sengeh,The sore problem of prosthetic limbs
93,TEDGlobal 2005,Barry Schwartz,The paradox of choice
2423,TEDGlobal>Geneva,Dambisa Moyo,Economic growth has stalled. Let's fix it
2203,TEDxCERN,Topher White,What can save the rainforest? Your used cell phone
1258,TEDGlobal 2011,Hasan Elahi,"FBI, here I am!"
1149,TED2011,Edith Widder,"The weird, wonderful world of bioluminescence"
2862,TEDxManchester,Helen Czerski,The fascinating physics of everyday life
2557,TEDSummit,Ed Boyden,A new way to study the brain's invisible secrets
101,TED2005,Caroline Lavelle,Casting a spell on the cello
151,TEDGlobal 2007,George Ayittey,Africa's cheetahs versus hippos
224,TED2008,Roy Gould + Curtis Wong,A preview of the WorldWide Telescope
1939,TED2013,Mary Lou Jepsen,Could future devices read images from our brains?
188,TED2007,Raul Midon,"""Tembererana"""
2009,TED2014,Kitra Cahana,A glimpse of life on the road
879,TED2010,John Kasaona,How poachers became caretakers
136,Michael Howard Studios,Patsy Rodenburg,Why I do theater
2856,TEDxGhent,Erin Marie Saltman,How young people join violent extremist groups -- and how to stop them
1178,Full Spectrum Auditions,Joshua Walters,On being just crazy enough
2427,Mission Blue II,Mike Velings,The case for fish farming
1887,TED@BCG Singapore,Rose George,Inside the secret shipping industry
481,TED2009,Pattie Maes + Pranav Mistry,Meet the SixthSense interaction
625,TEDGlobal 2009,Geoff Mulgan,"Post-crash, investing in a better world"
537,TED2009,Louise Fresco,We need to feed the whole world
982,Fort Worth City Council,Joel Burns,A message to gay teens: It gets better
138,TED2006,Ethel,"A string quartet plays ""Blue Room"""
2173,TEDGlobal 2014,Joe Madiath,"Better toilets, better life"
704,TEDIndia 2009,Sunitha Krishnan,The fight against sex slavery
1304,TED2011,Homaro Cantu + Ben Roche,Cooking as alchemy
1563,TEDGlobal 2012,Sarah-Jayne Blakemore,The mysterious workings of the adolescent brain
1952,TED2014,Richard Ledgett,The NSA responds to Edward Snowden's TED Talk
2371,TED@IBM,Josh Luber,Why sneakers are a great investment
1659,TEDxWomen 2012,Zahra' Langhi,Why Libya's revolution didn't work -- and what might
1765,TEDGlobal 2013,George Papandreou,Imagine a European democracy without borders
1695,TED2013,Elon Musk,"The mind behind Tesla, SpaceX, SolarCity ..."
2453,TED2016,Adam Foss,A prosecutor's vision for a better justice system
501,TED2009,Jacek Utko,Can design save newspapers?
1483,TEDxSummit,Wolfgang Kessling,How to air-condition outdoor spaces
1290,TEDxBrussels,John Bohannon,"Dance vs. powerpoint, a modest proposal"
1138,TED2011,Suzanne Lee,Grow your own clothes
1800,TED2013,Eleanor Longden,The voices in my head
1977,TED2014,Matthew Carter,My life in typefaces
427,Serious Play 2008,John Maeda,My journey in design
1284,TEDxManhattan,Britta Riley,A garden in my apartment
1010,TEDGlobal 2010,John Hardy,My green school dream
2017,TEDxSydney,Stella Young,"I'm not your inspiration, thank you very much"
2030,TEDxCMU,Lorrie Faith Cranor,What’s wrong with your pa$$w0rd?
1071,TEDWomen 2010,Hawa Abdi + Deqo Mohamed,Mother and daughter doctor-heroes
2356,TEDxSydney,Tea Uglow,An Internet without screens might look like this
1303,TEDGlobal 2011,Pavan Sukhdev,Put a value on nature!
335,TEDGlobal 2005,Peter Diamandis,Our next giant leap
2601,TED@BCG Paris,Jim Hemerling,5 ways to lead in an era of constant change
2258,TED2015,Martine Rothblatt,"My daughter, my wife, our robot, and the quest for immortality"
1336,TEDMED 2011,Diana Nyad,Extreme swimming with the world's most dangerous jellyfish
2022,TEDxUofM,Anne Curzan,"What makes a word ""real""?"
2379,Mission Blue II,Anote Tong,My country will be underwater soon -- unless we work together
2554,TED@BCG Paris,Neha Narula,The future of money
2218,TED2015,Fei-Fei Li,How we're teaching computers to understand pictures
1377,TED2012,Susan Cain,The power of introverts
1427,TEDxCambridge,Michael Norton,How to buy happiness
2823,TED2017,Kristen Marhaver,Why I still have hope for coral reefs
1209,TEDGlobal 2011,Jeremy Gilley,One day of peace
331,TED2008,Paul Rothemund,"DNA folding, in detail"
898,TEDxAtlanta,Ellen Dunham-Jones,Retrofitting suburbia
2116,TEDGlobal 2014,Fabien Cousteau,What I learned from spending 31 days underwater
2807,TED2017,Anab Jain,Why we need to imagine different futures
41,TED2006,Nicholas Negroponte,One Laptop per Child
37,TEDGlobal 2005,Jimmy Wales,The birth of Wikipedia
1471,TED2012,John Hodgman,"Design, explained."
2666,TEDWomen 2016,Ashley Judd,How online abuse of women has spiraled out of control
1445,TEDxMaastricht,Bart Knols,3 new ways to kill mosquitoes
2530,TED2016,Brian Little,"Who are you, really? The puzzle of personality"
103,TED2003,Evelyn Glennie,How to truly listen
1440,TED2012,Michael Tilson Thomas,Music and emotion through time
338,TEDGlobal 2013,Bastian Schaefer,A 3D-printed jumbo jet?
507,TED2009,Bruce Bueno de Mesquita,A prediction for the future of Iran
2802,TED2017,Tristan Harris,How a handful of tech companies control billions of minds every day
525,TED2009,Alex Tabarrok,How ideas trump crises
1225,NextGen:Charity,Sasha Dichter,The Generosity Experiment
1455,TEDxSummit,Hans Rosling,Religions and babies
2273,TED2015,Joey Alexander,An 11-year-old prodigy performs old-school jazz
814,TED2010,Derek Sivers,How to start a movement
1839,TEDGlobal 2013,Trita Parsi,Iran and Israel: Peace is possible
436,TED2003,David Carson,Design and discovery
2710,TED2016,Silk Road Ensemble,"""Turceasca"""
1577,TEDMED 2012,Robert Gupta,Between music and medicine
2315,TEDGlobalLondon,Tony Wyss-Coray,"How young blood might help reverse aging. Yes, really"
1079,TEDSalon London 2010,Noreena Hertz,How to use experts -- and when not to
1190,TEDGlobal 2011,Tim Harford,"Trial, error and the God complex"
1355,TEDxToronto 2010,Drew Dudley,Everyday leadership
421,TED2006,Penelope Boston,There might just be life on Mars
229,TED2008,Jill Bolte Taylor,My stroke of insight
1047,TEDWomen 2010,Deborah Rhodes,"A test that finds 3x more breast tumors, and why it's not available to you"
1545,TEDxBoston 2012,Caitria + Morgan O'Neill,How to step up in the face of disaster
2103,TEDMED 2014,Jeff Iliff,One more reason to get a good night's sleep
2853,TEDxSkoll,Benjamin Grant,What it feels like to see Earth from space
483,Serious Play 2008,Stuart Brown,Play is more than just fun
2331,TEDWomen 2015,Mary Robinson,Why climate change is a threat to human rights
2393,TEDxGroningen,Alison Killing,What happens when a city runs out of room for its dead
1166,TEDxNorthwesternU,Alice Dreger,Is anatomy destiny?
377,TED2004,Dean Ornish,Healing through diet
970,TEDxChange,Mechai Viravaidya,How Mr. Condom made Thailand a better place for life and love
2401,TEDGlobal>London,Tim Harford,How frustration can make us more creative
47,TEDGlobal 2005,David Deutsch,Chemical scum that dream of distant quasars
1267,TEDGlobal 2011,Allan Jones,A map of the brain
941,TEDGlobal 2010,Dan Cobley,What physics taught me about marketing
1257,TED2011,Béatrice Coron,Stories cut from paper
1392,TEDxCambridge,Scott Summit,Beautiful artificial limbs
2310,TEDWomen 2015,Alix Generous,How I learned to communicate my inner life with Asperger's
1528,TEDxObserver,Giles Duley,When a reporter becomes the story
1600,TED@London,Faith Jegede Cole,What I've learned from my autistic brothers
301,EG 2007,AJ Jacobs,My year of living biblically
1726,TED2013,Nilofer Merchant,Got a meeting? Take a walk
1146,TED2011,Ed Boyden,A light switch for neurons
1743,TEDSalon NY2013,Jay Silver,"Hack a banana, make a keyboard!"
346,EG 2007,Brewster Kahle,A free digital library
405,TED2006,Bill Joy,"What I'm worried about, what I'm excited about"
1378,TED2012,Bryan Stevenson,We need to talk about an injustice
455,TED1998,Milton Glaser,Using design to make ideas new
1865,TEDMED 2013,Mick Cornett,How an obese town lost a million pounds
1107,TED2011,Ralph Langner,"Cracking Stuxnet, a 21st-century cyber weapon"
1893,TED@BCG San Francisco,Marco Annunziata,Welcome to the age of the industrial internet
2227,TED2015,Lucianne Walkowicz,Let's not use Mars as a backup planet
2638,TEDxMtHood,Jia Jiang,What I learned from 100 days of rejection
1693,TED2013,Danny Hillis,The Internet could crash. We need a Plan B
2560,TEDSummit,Ngozi Okonjo-Iweala,How Africa can keep rising
554,TED2009,Jay Walker,The world's English mania
2867,TED@UPS,Augie Picado,The real reason manufacturing jobs are disappearing
240,TED2007,Jok Church,A circle of caring
2118,TEDGlobal 2014,Kimberley Motley,How I defend the rule of law
306,TED2003,Freeman Dyson,Let's look for life in the outer solar system
1458,TED2012,Reggie Watts,Beats that defy boxes
45,TED2006,Sirena Huang,An 11-year-old's magical violin
16,TED2006,Helen Fisher,"Why we love, why we cheat"
266,TED2008,Yves Behar,Designing objects that tell stories
475,TED2009,Willie Smits,How to restore a rainforest
1168,TEDxMaastricht,Daniel Kraft,Medicine's future? There's an app for that
876,TEDSalon London 2010,Brian Cox,Why we need the explorers
458,TED2016,Casey Gerald,The gospel of doubt
1199,TEDGlobal 2011,Josette Sheeran,Ending hunger now
789,TED2010,Gary Lauder's new traffic sign,Take Turns
2363,TED Fellows Retreat 2015,Cesar Harada,How I teach kids to love science
2369,TEDxOslo,Andreas Ekström,The moral bias behind your search results
2574,TED2016,Kio Stark,Why you should talk to strangers
1633,TEDSalon London Fall 2012,Molly Crockett,Beware neuro-bunk
2152,TEDGlobal 2014,Khalida Brohi,How I work to protect women from honor killings
228,TED2007,Alan Kay,A powerful idea about ideas
565,TED2009,Kevin Surace,Eco-friendly drywall
975,TED2010,Stacey Kramer,The best gift I ever survived
1163,TED2011,Jack Horner,Building a dinosaur from a chicken
2155,TEDxBrussels,Jeremy Howard,The wonderful and terrifying implications of computers that can learn
155,TEDGlobal 2007,Chris Abani,Telling stories from Africa
807,TED2010,Kevin Bales,How to combat modern slavery
1451,TED2012,JR,One year of turning the world inside out
5,TED2002,Chris Bangle,Great cars are great art
355,TED2003,Rodney Brooks,Robots will invade our lives
1547,TEDGlobal 2012,Ivan Krastev,Can democracy exist without trust?
1688,TED2013,Dan Pallotta,The way we think about charity is dead wrong
2659,TED Talks Live,Sam Kass,Want kids to learn well? Feed them well
2553,TEDSummit,Gerard Ryle,How the Panama Papers journalists broke the biggest leak in history
2579,TED Talks Live,Sal Khan,Let's teach for mastery -- not test scores
712,TEDGlobal 2009,Loretta Napoleoni,The intricate economics of terrorism
1384,TEDxUW,Larry Smith,Why you will fail to have a great career
788,TED2010,Tim Berners-Lee,The year open data went worldwide
805,TED2010,Robert Gupta,"Music is medicine, music is sanity"
1205,TEDWomen 2010,Eve Ensler,"Suddenly, my body"
2458,TED2016,Tim Urban,Inside the mind of a master procrastinator
1710,TED2013,Freeman Hrabowski,4 pillars of college success in science
1416,TED2012,Frank Warren,Half a million secrets
2634,TEDWomen 2016,"Alicia Garza, Patrisse Cullors and Opal Tometi",An interview with the founders of Black Lives Matter
655,TEDGlobal 2009,Eric Sanderson,New York -- before the City
1436,TED2012,Gary Kovacs,Tracking our online trackers
1933,TEDCity2.0,Catherine Bracy,Why good hackers make good citizens
2442,TED2016,Dalia Mogahed,What it's like to be Muslim in America
2684,TED2015,Rodrigo y Gabriela,An electrifying acoustic guitar performance
165,TED2007,Hod Lipson,"Building ""self-aware"" robots"
2278,TED2015,Sarah Jones,"One woman, five characters, and a sex lesson from the future"
2671,TEDxPortland,Maurice Conti,The incredible inventions of intuitive AI
1963,TED2014,Allan Adams,The discovery that could rewrite physics
1848,TEDGlobal 2013,Alessandro Acquisti,What will a future without secrets look like?
608,TEDGlobal 2009,Paul Romer,Why the world needs charter cities
1919,TED@BCG San Francisco,Dan Berkenstock,"The world is one big dataset. Now, how to photograph it ..."
106,TED2002,Nathaniel Kahn,"Scenes from ""My Architect"""
1109,TED2011,Sebastian Thrun,Google's driverless car
2229,TED2015,Dan Ariely,How equal do we want the world to be? You'd be surprised
4,TED2006,Burt Rutan,The real future of space exploration
1296,TED2010,Cheryl Hayashi,The magnificence of spider silk
2239,TED2015,Gary Haugen,The hidden reason for poverty the world needs to address now
2349,TEDxProvidence,Alyson McGregor,Why medicine often has dangerous side effects for women
1602,TEDGlobal 2012,Marco Tempest,A cyber-magic card trick like no other
2298,TEDWomen 2015,Alaa Murabit,What my religion really says about women
280,TED2002,Robert Full,Robots inspired by cockroach ingenuity
1522,TEDxBoston 2012,Noah Wilson-Rich,Every city needs healthy honey bees
1582,TEDxDublin,Aris Venetikidis,Making sense of maps
2711,TEDxNatick,Peter Weinstock,Lifelike simulations that make real-life surgery safer
1092,TED2011,Deb Roy,The birth of a word
1941,TEDGlobal 2012,Manu Prakash,A 50-cent microscope that folds like origami
2228,TED2015,Chris Milk,How virtual reality can create the ultimate empathy machine
2845,TED2017,Cathy O'Neil,The era of blind faith in big data must end
2732,TEDxEuston,Chimamanda Ngozi Adichie,We should all be feminists
1764,TEDGlobal 2013,Raffaello D'Andrea,The astounding athletic power of quadcopters
510,TED2002,Emily Levine,A theory of everything
1915,TEDYouth 2013,McKenna Pope,Want to be an activist? Start with your toys
2374,TEDxCannes,Jean-Paul Mari,The chilling aftershock of a brush with death
1562,TEDGlobal 2012,Susan Solomon,The promise of research with stem cells
2623,TED Residency,Fawn Qiu,Easy DIY projects for kid engineers
1453,TEDxMonterey,Melissa Garren,The sea we've hardly seen
1793,TED2013,Kate Stone,DJ decks made of ... paper
1834,TEDGlobal 2013,Fabian Oefner,Psychedelic science
2230,TED2015,Fred Jansen,How to land on a comet
2880,TEDGlobal 2017,Sethembile Msezane,Living sculptures that stand for history's truths
684,TEDGlobal 2009,Cynthia Schneider,The surprising spread of Idol TV
1714,TEDxCaltech,Thomas Insel,Toward a new understanding of mental illness
90,TED2006,Neil Gershenfeld,Unleash your creativity in a Fab Lab
2597,TEDSummit,Ione Wells,How we talk about sexual assault online
1222,TED2011,Kate Hartman,The art of wearable communication
1282,Full Spectrum Auditions,Joe Sabia,The technology of storytelling
2843,TED2017,Ashton Applewhite,Let's end ageism
2479,TED2016,Mary Norris,The nit-picking glory of The New Yorker's Comma Queen
33,TED2005,Thomas Barnett,Let's rethink America's military strategy
1442,TED2012,Karen Bass,"Unseen footage, untamed nature"
1318,TEDxMidAtlantic,Tyler Cowen,Be suspicious of simple stories
2622,TEDWomen 2016,Suzanne Barakat,Islamophobia killed my brother. Let's end the hate
2342,TED@BCG London,Sandrine Thuret,You can grow new brain cells. Here's how
1524,TEDGlobal 2012,Rob Legato,The art of creating awe
1045,TEDxRainier,Lesley Hazleton,On reading the Koran
1534,TEDGlobal 2012,Max Little,A test for Parkinson's with a phone call
1254,RSA Animate,Iain McGilchrist,The divided brain
2665,TEDWomen 2016,Sisonke Msimang,"If a story moves you, act on it"
802,TED2010,Juliana Machado Ferreira,The fight to end rare-animal trafficking in Brazil
14,TED2004,Golan Levin,Software (as) art
962,TEDGlobal 2010,Mitchell Besser,Mothers helping mothers fight HIV
1268,TEDxSantaCruz,Roger McNamee,6 ways to save the internet
2616,TEDxBeaconStreet,Kandice Sumner,How America's public schools keep kids in poverty
1142,TED2011,Fiorenzo Omenetto,"Silk, the ancient material of the future"
2223,TED2015,Dame Stephanie Shirley,Why do ambitious women have flat heads?
2677,TEDxBeaconStreet,Nagin Cox,What time is it on Mars?
176,TED2003,Paul MacCready,A flight on solar wings
2186,TEDxRiodelaPlata,Eduardo Sáenz de Cabezón,Math is forever
1088,TED2011,Anthony Atala,Printing a human kidney
2109,TEDGlobal 2014,Jorge Soto,The future of early cancer detection?
2414,Mission Blue II,David Gruber,Glow-in-the-dark sharks and other stunning sea creatures
1050,TEDWomen 2010,Amber Case,We are all cyborgs now
393,TED2005,Luca Turin,The science of scent
38,TED2005,Ray Kurzweil,The accelerating power of technology
1371,TEDYouth 2011,Kevin Allocca,Why videos go viral
670,TEDGlobal 2009,Marcus du Sautoy,"Symmetry, reality's riddle"
2573,TEDSummit,Don Tapscott,How the blockchain is changing money and business
1930,TED@BCG San Francisco,Roselinde Torres,What it takes to be a great leader
1278,TEDxKids@Brussels,Gabe Zichermann,How games make kids smarter
2070,TED2014,Isabel Allende,How to live passionately—no matter your age
1837,TEDGlobal 2013,Michael Porter,The case for letting business solve social problems
620,TED@State,Hans Rosling,Let my dataset change your mindset
1656,TEDSalon London Fall 2012,Wingham Rowan,A new kind of job market
2247,TED2015,Alice Goffman,How we're priming some kids for college — and others for prison
1625,TEDYouth 2011,Lemon Andersen,Please don't take my Air Jordans
2864,TEDxExeter,Chetan Bhatt,Dare to refuse the origin myths that claim who you are
1790,TED2013,Dong Woo Jang,The art of bow-making
