2824,TEDxCambridge,Iyad Rahwan,What moral decisions should driverless cars make?
634,TEDGlobal 2009,Bjarke Ingels,3 warp-speed architecture tales
676,TEDSalon 2009 Compassion,Feisal Abdul Rauf,"Lose your ego, find your compassion"
1017,TEDxMidwest,William Ury,"The walk from ""no"" to ""yes"""
236,TED2008,Christopher deCharms,A look inside the brain in real time
2032,TEDSalon NY2014,Naomi Oreskes,Why we should trust scientists
226,INK Conference,Anil Ananthaswamy,What it takes to do extreme astrophysics
734,TEDIndia 2009,Kartick Satyanarayan,"How we rescued the ""dancing"" bears"""
1113,TEDPrize@UN,Chade-Meng Tan,Everyday compassion at Google
1132,TEDxPSU,Bruce Schneier,The security mirage
22,TED2006,Michael Shermer,Why people believe weird things
1830,TEDxKids@Ambleside,Kevin Breel,Confessions of a depressed comic
2255,TED2015,Chris Burkard,The joy of surfing in ice-cold water
464,TED2009,José Antonio Abreu,The El Sistema music revolution
299,TEDGlobal 2007,Corneille Ewango,A hero of the Congo forest
2858,TED2017,Robin Hanson,What would happen if we upload our brains to computers?
2124,TEDGlobal 2014,Ilona Szabó de Carvalho,4 lessons I learned from taking a stand against drugs and gun violence
1818,TEDxSydney,Ron McCallum,How technology allowed me to read
1342,TEDxAmsterdam,Peter van Uhm,Why I chose a gun
189,TED2003,Sherwin Nuland,How electroshock therapy changed me
327,TED2005,Lennart Green,Close-up card magic with a twist
2870,TED2017,Radhika Nagpal,What intelligent machines can learn from a school of fish
496,TED Talks Live,Sara Ramirez,"""Rollercoaster"""
2445,TEDMED 2015,Mary Bassett,Why your doctor should care about social justice
2456,TED2016,Arthur Brooks,A conservative's plea: Let's work together
2605,TEDMED 2015,Todd Coleman,A temporary tattoo that brings hospital care to the home
571,TED2009,Robert Full,Learning from the gecko's tail
127,TED2007,Ngozi Okonjo-Iweala,Want to help Africa? Do business here
1756,TEDMED 2013,Andrew Solomon,"Love, no matter what"
1856,TEDGlobal 2013,Abha Dawesar,"Life in the ""digital now"""
73,TEDGlobal 2005,Carl Honoré,In praise of slowness
1308,TED2011,Antonio Damasio,The quest to understand consciousness
2682,TEDxMidAtlantic,Jeff Speck,4 ways to make a city more walkable
1621,TEDxKC,Janine Shepherd,A broken body isn't a broken person
2426,TEDxVancouver,Matthew Williams,Special Olympics let me be myself -- a champion
976,TEDGlobal 2010,Stefano Mancuso,The roots of plant intelligence
440,TED2008,Peter Ward,A theory of Earth's mass extinctions
163,TED2007,Steven Pinker,The surprising decline in violence
2179,TEDGlobal 2013,Tom Wujec,"Got a wicked problem? First, tell me how you make toast"
1813,TEDxBoston,Steve Ramirez and Xu Liu,A mouse. A laser beam. A manipulated memory.
238,TEDxCaltech,Leonard Susskind,My friend Richard Feynman
964,TEDxBerlin,Fabian Hemmert,The shape-shifting future of the mobile phone
1845,TEDGlobal 2013,Molly Stevens,A new way to grow bone
305,TED2012,Tali Sharot,The optimism bias
2529,TEDxMidAtlantic,Elise Roy,"When we design for disability, we all benefit"
1823,TED2013,Eric Berlow and Sean Gourley,Mapping ideas worth spreading
2388,TEDYouth 2015,Danit Peleg,Forget shopping. Soon you'll download your new clothes
866,TEDxUSC,Johanna Blakley,Lessons from fashion's free culture
402,TED2004,Stewart Brand,The Long Now
120,Stanford University,Robert Sapolsky,The uniqueness of humans
1450,TED2012,Carl Schoonover,How to look inside the brain
662,TEDxUSC,Paul Debevec,Animating a photo-real digital face
2320,TEDGlobal 2014,Wendy Freedman,This telescope might show us the beginning of the universe
185,TEDGlobal 2007,Eleni Gabre-Madhin,A commodities exchange for Ethiopia
48,TED2006,Saul Griffith,Everyday inventions
951,Business Innovation Factory,Carne Ross,An independent diplomat
2809,TED2017,Luma Mufleh,Don't feel sorry for refugees -- believe in them
2329,TEDWomen 2015,Michael Kimmel,Why gender equality is good for everyone — men included
2322,TEDGlobalLondon,Jamie Bartlett,How the mysterious dark net is going mainstream
1279,TEDxTeen,Natalie Warne,Being young and making an impact
122,TED2002,David Kelley,Human-centered design
1206,TED2011,Philip Zimbardo,The demise of guys?
1597,TEDxEast,David Pizarro,The strange politics of disgust
660,TEDGlobal 2009,Julian Treasure,The 4 ways sound affects us
2487,TED2016,R. Luke DuBois,Insightful human portraits made from data
140,TED2007,Hans Rosling,New insights on poverty
790,TED2010,Dan Barber,How I fell in love with a fish
1042,TEDxHouston,Brené Brown,The power of vulnerability
194,TED2007,Murray Gell-Mann,"Beauty, truth and ... physics?"
2372,TED Fellows Retreat 2015,Chelsea Shields,How I'm working for change inside my church
724,TEDIndia 2009,Vilayanur Ramachandran,The neurons that shaped civilization
24,TED2005,Pilobolus,"A dance of ""Symbiosis"""
1792,TEDxSydney,Tom Thum,The orchestra in my mouth
532,TED2009,Sean Gourley,The mathematics of war
741,TEDMED 2009,David Blaine,How I held my breath for 17 minutes
2008,TEDSalon NY2014,Wes Moore,How to talk to veterans about the war
2653,TED@IBM,Charity Wayua,A few ways to fix a government
334,TED2013,Liu Bolin,The invisible man
2820,TED Residency,Susan Robinson,How I fail at being disabled
768,TED2010,David Cameron,The next age of government
994,TEDxTelAviv 2010,Shimon Steinberg,Natural pest control ... using bugs!
551,TED2009,Carolyn Porco,Could a Saturn moon harbor life?
1614,TED@Bangalore,Arunachalam Muruganantham,How I started a sanitary napkin revolution!
395,TED2008,Samantha Power,A complicated hero in the war on dictatorship
380,TED2014,Martin Rees,Can we prevent the end of the world?
441,TED2003,Sherwin Nuland,The extraordinary power of ordinary people
1373,Mission Blue Voyage,Daniel Pauly,The ocean's shifting baseline
2233,TED2015,Kailash Satyarthi,How to make peace? Get angry
1592,TEDGlobal 2012,Melissa Marshall,Talk nerdy to me
2018,TED2014,Will Potter,The shocking move to criminalize nonviolent protest
1903,TED@BCG San Francisco,Ryan Holladay,To hear this music you have to be there. Literally
2441,TED2016,Al Gore,The case for optimism on climate change
762,TED in the Field,"Tom Shannon, John Hockenberry",The painter and the pendulum
2272,TED2015,Bill Gross,The single biggest reason why startups succeed
1094,TED2011,David Brooks,The social animal
2519,TED2016,Amit Sood,Every piece of art you've ever wanted to see -- up close and searchable
130,TEDSalon 2006,Robert Thurman,We can be Buddhas
1306,TEDxDirigo,Roger Doiron,My subversive (garden) plot
27,TED2005,Ross Lovegrove,"Organic design, inspired by nature"
856,TED2010,Julia Sweeney,"It's time for ""The Talk"""
2026,TED2014,Avi Reichental,What's next in 3D printing
223,TEDxGreatPacificGarbagePatch,Jackson Browne,A song inspired by the ocean
2790,TEDNYC,Sofi Tukker,"""Awoo"""
329,EG 2007,John Q. Walker,"Great piano performances, recreated"
2847,TEDxCrenshaw,Niki Okuk,"When workers own companies, the economy is more resilient"
2587,TEDNYC,Eric Liu,There's no such thing as not voting
2525,TEDxBrussels,Tristan Harris,How better tech could protect us from distraction
1087,TED2011,Bill Gates,How state budgets are breaking US schools
1512,TEDGlobal 2012,Neil Harbisson,I listen to color
798,University of California,Douglas Adams,"Parrots, the universe and everything"
1852,TEDSalon NY2013,Parul Sehgal,An ode to envy
1799,TEDMED 2013,Eli Beer,The fastest ambulance? A motorcycle
2159,TEDxBeaconStreet,Michael Rubinstein,"See invisible motion, hear silent sounds"
556,TED2009,Jonathan Drori,Why we're storing billions of seeds
747,Bowery Poetry Club,Taylor Mali,What teachers make
1266,TEDGlobal 2011,Ben Kacyra,Ancient wonders captured in 3D
2167,TEDGlobal 2014,Navi Radjou,Creative problem-solving in the face of extreme limits
641,TEDGlobal 2009,Evgeny Morozov,How the Net aids dictatorships
2486,TED2016,Shivani Siroya,A smart loan for people with no credit history (yet)
2496,TED2016,Sanford Biggers,An artist's unflinching look at racial violence
70,TED2005,Richard St. John,8 secrets of success
2875,TED2017,Pierre Thiam,A forgotten ancient grain that could help Africa prosper
459,TED2016,Dan Pallotta,The dream we haven't dared to dream
1248,TEDGlobal 2011,Bunker Roy,Learning from a barefoot movement
506,TED2016,Sō Percussion,"""Music for Wood and Strings"""
1078,TEDWomen 2010,Madeleine Albright,On being a woman and a diplomat
1198,TEDGlobal 2011,Paul Bloom,The origins of pleasure
1501,TEDGlobal 2012,Jane McGonigal,The game that can give you 10 extra years of life
187,TED2007,Lawrence Lessig,Laws that choke creativity
910,TEDxEast,Ellen  Gustafson,Obesity + hunger = 1 global food issue
1328,TEDxBrussels,Mikko Hypponen,Three types of online attack
3,TEDGlobal 2005,Ashraf Ghani,How to rebuild a broken state
928,TEDGlobal 2010,Lewis Pugh,My mind-shifting Everest swim
255,TEDGlobal 2007,Hector Ruiz,The thinking behind 50x15
1426,TED2012,Brian Greene,Is our universe the only universe?
911,TED2010,Nalini Nadkarni,Life science in prison
1264,TEDSalon London Spring 2011,Martin Hanczyc,The line between life and not-life
1474,TED2012,John Hockenberry,We are all designers
125,TED2003,Jeff Hawkins,How brain science will change computing
630,TEDGlobal 2009,Rebecca Saxe,How we read each other's minds
2714,TEDxFrankfurt,Simon Anholt,Who would the rest of the world vote for in your country's election?
2556,TEDSummit,eL Seed,"A project of peace, painted across 50 buildings"
1340,TEDxEast,Bjarke Ingels,Hedonistic sustainability
560,TED2009,Ray Kurzweil,A university for the coming singularity
654,TEDGlobal 2009,Sam Martin,"Claim your ""manspace"""
2154,TEDGlobal 2014,Bruno Torturra,Got a smartphone? Start broadcasting
1689,TEDxCaltech,David Anderson,Your brain is more than a bag of chemicals
2700,TEDxBeaconStreet,Ani Liu,"Smelfies, and other experiments in synthetic biology"
504,TED2009,P.W. Singer,Military robots and the future of war
738,TED2005,Charles Fleischer,All things are Moleeds
2353,TEDGlobal>London,Anders Fjellberg,Two nameless bodies washed up on the beach. Here are their stories
1591,TEDGlobal 2012,Tim Leberecht,3 ways to (usefully) lose control of your brand
615,TEDGlobal 2009,Emmanuel Jal,The music of a war child
1732,TED Talks Education,Geoffrey Canada,Our failing schools. Enough is enough!
1397,TED2012,Taylor Wilson,"Yup, I built a nuclear fusion reactor"
799,TED2010,Jane McGonigal,Gaming can make a better world
2114,TED@NYC,Joy Sun,Should you donate differently?
1873,TED@BCG Singapore,Stefan Larsson,What doctors can learn from each other
367,TEDGlobal 2013,Annette Heuser,The 3 agencies with the power to make or break economies
248,TED2008,Alisa Miller,How the news distorts our worldview
991,TEDIndia 2009,R.A. Mashelkar,Breakthrough designs for ultra-low-cost products
2788,TED2017,T. Morgan Dixon and Vanessa Garrison,"When Black women walk, things change"
502,TED2009,Ueli Gegenschatz,Extreme wingsuit flying
413,TED2004,David Holt,The joyful tradition of mountain music
1953,TED2014,Larry Page,Where’s Google going next?
1925,TEDxParis 2012,Yann Dall'Aglio,Love -- you're doing it wrong
622,TEDGlobal 2009,Cary Fowler,"One seed at a time, protecting the future of food"
1620,TEDxHelvetia,Jonas Eliasson,How to solve traffic jams
1006,TEDGlobal 2010,Eric Berlow,Simplifying complexity
1096,TED2011,Mark Bezos,A life lesson from a volunteer firefighter
1643,TEDxWomen 2012,Sue Austin,Deep sea diving ... in a wheelchair
1935,TEDGlobal 2013,Siddharthan Chandran,Can the damaged brain repair itself?
513,TEDxCERN,Kate Stafford,How human noise affects ocean habitats
1480,TEDxAustin,David R. Dow,Lessons from death row inmates
1652,TEDxBeaconStreet,Steven Schwaitzberg,A universal translator for surgeons
2725,TEDxRiodelaPlata,Sebastián Bortnik,The conversation we're not having about digital child abuse
1095,TED2011,Janna Levin,The sound the universe makes
434,TED2004,Joseph Pine,What consumers want
588,TED2009,Gever Tulley,Life lessons through tinkering
235,TED2008,Siegfried Woldhek,The search for the true face of Leonardo
1156,TED2011,Robert Gupta + Joshua Roman,"On violin and cello, ""Passacaglia"""
2439,TED2016,Allan Adams,What the discovery of gravitational waves means
1182,TED2011,Robert Hammond,Building a park in the sky
1829,TEDxHousesOfParliament,Onora O'Neill,What we don't understand about trust
2351,TED Fellows Retreat 2015,Meklit Hadero,The unexpected beauty of everyday sounds
337,TEDxAustin,Joel Selanikio,The big-data revolution in healthcare
1449,TED2012,David Kelley,How to build your creative confidence
1639,TED2012,Don Levy,A cinematic journey through visual effects
1682,TED2013,Amanda Palmer,The art of asking
1909,TEDGlobal 2013,Shereen El Feki,A little-told tale of sex and sensuality
748,TEDMED 2009,Bill Davenhall,Your health depends on where you live
1564,TEDGlobal 2012,Julian Treasure,Why architects need to use their ears
590,TED2007,Eames Demetrios,The design genius of Charles + Ray Eames
1773,TEDxDanubia,Margaret Heffernan,The dangers of willful blindness
1718,TED2013,John McWhorter,Txtng is killing language. JK!!!
2074,TEDxBrighton,Colin Grant,How our stories cross over
2851,TED2017,Jon Boogz and Lil Buck,A dance to honor Mother Earth
2637,TED@UPS,Kate Adams,4 larger-than-life lessons from soap operas
883,TED2010,David Byrne,How architecture helped music evolve
2177,TEDxPlaceDesNations,Bruce Aylward,Humanity vs. Ebola. How we could win a terrifying war
2507,TED2016,Trevor Timm,How free is our freedom of the press?
1423,TEDSalon London Fall 2011,Taryn Simon,The stories behind the bloodlines
1634,TED2012,Steven Addis,"A father-daughter bond, one photo at a time"
2812,TED2017,Manu Prakash,Lifesaving scientific tools made of paper
1134,TED2011,Mike Matas,A next-generation digital book
2416,TEDxAmoskeagMillyard,Tania Simoncelli,Should you be able to patent a human gene?
509,TED2009,Bonnie Bassler,"How bacteria ""talk"""
1647,TEDxMidAtlantic,Cameron Russell,"Looks aren't everything. Believe me, I'm a model."
133,Royal Institution,Richard Dawkins,Growing up in the universe
1260,TEDGlobal 2011,Anna Mracek Dietrich,A plane you can drive
1560,TEDxUSC,Scott Fraser,Why eyewitnesses get it wrong
2721,TEDxBratislava,Moshe Szyf,How early life experience is written into DNA
1666,TEDxWomen 2012,Shabana Basij-Rasikh,Dare to educate Afghan girls
1344,TEDxBloomington,Shawn Achor,The happy secret to better work
2572,TEDxColoradoSprings,Christopher Bell,Bring on the female superheroes!
2792,TED2017,OK Go,How to find a wonderful idea
2375,TEDGlobal>London,Ole Scheeren,Why great architecture should tell a story
719,TEDIndia 2009,Asher Hasan,My message of peace from Pakistan
1617,TEDxEQChCh,Ernesto Sirolli,Want to help someone? Shut up and listen!
958,TED@Cannes,Nicholas Christakis,How social networks predict epidemics
1521,TEDSalon London Spring 2012,Tracy Chevalier,Finding the story inside the painting
2197,TEDGlobal 2014,Angelo Vermeulen,"How to go to space, without having to go to space"
435,Serious Play 2008,Paula Scher,"Great design is serious, not solemn"
205,TED2007,J.J. Abrams,The mystery box
1203,TEDGlobal 2011,Mark Pagel,How language transformed humanity
2643,TEDWomen 2016,Sharon Brous,It's time to reclaim religion
1075,TEDxRainier,Patricia Kuhl,The linguistic genius of babies
809,TEDIndia 2009,Shukla Bose,Teaching one child at a time
524,TED2002,Ben Katchor,Comics of bygone New York
2185,TEDxRiodelaPlata,Romina Libster,The power of herd immunity
1332,TEDxNASA@SiliconValley,Bilal Bomani,Plant fuels that could power a jet
1418,TEDxChange,Melinda Gates,Let's put birth control back on the agenda
2731,TED Residency,Zubaida Bai,A simple birth kit for mothers in the developing world
1031,TEDWomen 2010,Tony Porter,A call to men
2733,TEDNYC,Amy Green,A video game to cope with grief
203,TED2007,Yossi Vardi,We're worried about local warming ... in your lap
2769,TEDxSkoll,Deborah Lipstadt,Behind the lies of Holocaust denial
2794,TED Residency,Marlon Peterson,Am I not human? A call for criminal justice reform
330,TEDGlobal 2007,Ory Okolloh,How I became an activist
700,TEDGlobal 2009,Gordon Brown,Global ethic vs. national interest
2837,TED2017,Damon Davis,Courage is contagious
2595,TED2016,John McWhorter,4 reasons to learn a new language
429,TED2004,Paul Moller,My dream of a flying car
1729,TED2013,Sebastião Salgado,The silent drama of photography
635,TEDGlobal 2009,John Lloyd,An inventory of the invisible
1174,TED2011,Bill Ford,A future beyond traffic gridlock
191,TED2004,Matthieu Ricard,The habits of happiness
1115,TEDActive 2011,Mick Ebeling,The invention that unlocked a locked-in artist
1112,TED2011,Stanley McChrystal,"Listen, learn ... then lead"
2335,TEDGlobalLondon,Frances Larson,Why public beheadings get millions of views
912,TED@Cannes,Hans Rosling,"Global population growth, box by box"
680,TEDGlobal 2009,Stefana Broadbent,How the Internet enables intimacy
399,Serious Play 2008,Charles Elachi,The story behind the Mars Rovers
598,TED@State,Stewart Brand,4 environmental 'heresies'
2309,TED2015,Benedetta Berti,The surprising way groups like ISIS stay in power
1482,TED2012,Marco Tempest,The electric rise and fall of Nikola Tesla
2431,TED@StateStreet Boston,Audrey Choi,How to make a profit while making a difference
1473,TEDxABQ,Megan Kamerick,Women should represent women in media
1912,TED@State Street Boston,Joe Kowan,How I beat stage fright
1751,TEDxDeExtinction,Hendrik Poinar,Bring back the woolly mammoth!
1476,TEDSalon London Spring 2012,Beeban Kidron,The shared wonder of film
1816,TEDGlobal 2013,George Monbiot,"For more wonder, rewild the world"
312,TED2004,Martin Seligman,The new era of positive psychology
607,TEDGlobal 2009,Elaine Morgan,I believe we evolved from aquatic apes
1687,TED2013,Shane Koyczan,To This Day ... for the bullied and beautiful
2850,TEDxStanford,Carolyn Bertozzi,What the sugar coating on your cells is trying to tell you
708,EG 2008,Marc Pachter,The art of the interview
2246,TED2015,Abe Davis,New video technology that reveals an object's hidden properties
2578,TEDSummit,Julia Bacha,How women wage conflict without violence
485,TED2009,Dan Dennett,"Cute, sexy, sweet, funny"
2704,TEDWomen 2016,Caroline Paul,"To raise brave girls, encourage adventure"
770,TEDxAmsterdam,Kevin Kelly,Technology's epic story
2041,TED2014,Joi Ito,"Want to innovate? Become a ""now-ist"""
1135,INK Conference,Arvind Gupta,Turning trash into toys for learning
1170,TEDxBG,Steve Keil,"A manifesto for play, for Bulgaria and beyond"
1766,TEDGlobal 2013,Daniel Suarez,The kill decision shouldn't belong to a robot
2632,TEDSummit,Juan Enriquez,What will humans look like in 100 years?
144,TED2007,Jonathan Harris,The Web's secret stories
2049,TED2014,Ze Frank,Are you human?
830,Mission Blue Voyage,Mike deGruy,Hooked by an octopus
2147,TEDGlobal 2014,Aakash Odedra,"A dance in a hurricane of paper, wind and light"
1857,TEDGlobal 2013,Holly Morris,Why stay in Chernobyl? Because it's home.
2129,TEDGlobal 2014,Haas&Hahn,How painting can transform communities
2464,TED2016,Linus Torvalds,The mind behind Linux
514,TED2017,Wanuri Kahiu,"Fun, fierce and fantastical African art"
1928,TEDWomen 2013,Rupal Patel,"Synthetic voices, as unique as fingerprints"
361,TED2006,David Perry,Are games better than life?
946,TEDIndia 2009,His Holiness the Karmapa,The technology of the heart
2728,TEDxMidAtlantic,Ari Wallach,3 ways to plan for the (very) long term
278,TED2003,George Dyson,The birth of the computer
2158,TEDYouth 2014,Erin McKean,"Go ahead, make up new words!"
2275,TED2015,Noy Thrupkaew,Human trafficking is all around you. This is how it works
1464,TED2012,Quixotic Fusion,Dancing with light
186,TEDGlobal 2007,Rokia Traore,"""M'Bifo"""
1011,Mission Blue Voyage,Kristina Gjerde,Making law on the high seas
1776,TEDSalon NY2013,Bob Mankoff,Anatomy of a New Yorker cartoon
2424,TEDGlobal 2014,Andrés Ruzo,The boiling river of the Amazon
2881,TEDGlobal 2017,Olúfẹ́mi Táíwò,Why Africa must become a center of knowledge again
1734,TED Talks Education,Pearl Arredondo,"My story, from gangland daughter to star teacher"
36,TEDGlobal 2005,Robert Neuwirth,The hidden world of shadow cities
242,TED2008,Stephen Hawking,Questioning the universe
423,TED in the Field,Nicholas Negroponte,Taking OLPC to Colombia
2698,TEDWomen 2016,Kathy Hull,Stories from a home for terminally ill children
2609,TED@UPS,Wanis Kabbaj,What a driverless world could look like
211,TED2002,Chris Anderson,TED's nonprofit transition
2068,TEDxHousesOfParliament,Meera Vijayann,Find your voice against gender violence
1612,TEDxWinnipeg,Jeff Hancock,The future of lying
220,TEDGlobal 2007,Joseph Lekuton,A parable for Kenya
1717,TEDxCaltech,Andres Lozano,"Parkinson's, depression and the switch that might turn them off"
1370,TEDxMidAtlantic,Avi Rubin,All your devices can be hacked
1622,TEDGlobal 2012,Paolo Cardini,"Forget multitasking, try monotasking"
2037,TEDSalon NY2014,Paul Bloom,Can prejudice ever be a good thing?
58,TED2006,Larry Brilliant,My wish: Help me stop pandemics
614,TEDGlobal 2009,Janine Benyus,Biomimicry in action
1988,TED2014,Gavin Schmidt,The emergent patterns of climate change
1385,TED-Ed,Greg Gage,The cockroach beatbox
1657,TEDxBeaconStreet,Mitch Resnick,Let's teach kids to code
1036,TEDWomen 2010,Rufus Griscom + Alisa Volkman,Let's talk parenting taboos
1299,TEDxVienna,Klaus Stadlmann,The world's smallest 3D printer
287,TED2008,Nellie McKay,"""Clonie"""
836,TED2010,Frederick Balagadde,Bio-lab on a microchip
779,TED2010,Daniel Kahneman,The riddle of experience vs. memory
2775,TED2017,Karim Abouelnaga,A summer school kids actually want to attend
74,TEDGlobal 2005,Alex Steffen,The route to a sustainable future
390,TED2005,James Surowiecki,The power and the danger of online crowds
487,TED2009,Dan Ariely,Our buggy moral code
819,TEDMED 2009,Dean Kamen,The emotion behind invention
1906,TEDWomen 2013,Sheryl Sandberg,So we leaned in ... now what?
2094,TEDSalon Berlin 2014,Kenneth Cukier,Big data is better data
523,TED2009,Erik Hersman,Reporting crisis via texting
383,TED2008,Rives,A story of mixed emoticons
49,TED2006,Joshua Prince-Ramus,Behind the design of Seattle's library
2260,TED2015,Sara Seager,The search for planets beyond our solar system
1214,TEDGlobal 2011,Julia Bacha,Pay attention to nonviolence
1802,TEDxNijmegen,Peter van Manen,Better baby care -- thanks to Formula 1
1245,TEDxWaterloo,Michael Nielsen,Open science now!
344,TED2008,Irwin Redlener,How to survive a nuclear attack
2697,TEDNYC,Lux Narayan,"What I learned from 2,000 obituaries"
677,Chautauqua Institution,Robert Thurman,Expanding your circle of compassion
1809,TEDxTokyo,Shigeru Ban,Emergency shelters made from paper
2425,TEDWomen 2015,Pardis Sabeti,How we'll fight the next deadly virus
2778,TEDMED 2016,Lucy Kalanithi,What makes life worth living in the face of death
517,EG 2008,Tim Ferriss,"Smash fear, learn anything"
893,TEDIndia 2009,Aditi Shankardass,A second opinion on developmental disorders
1822,TEDGlobal 2013,Marla Spivak,Why bees are disappearing
1343,TEDMED 2011,Bill Doyle,Treating cancer with electric fields
1061,TEDWomen 2010,Liza Donnelly,Drawing on humor for change
391,TED2008,John Francis,Walk the earth ... my 17-year vow of silence
1066,TEDWomen 2010,Johanna Blakley,Social media and the end of gender
563,TED2009,Pete Alcorn,The world in 2200
844,Mission Blue Voyage,Roz Savage,Why I'm rowing across the Pacific
2115,TEDMED 2014,Marc Abrahams,"A science award that makes you laugh, then think"
382,TED@NYC,Jill Shargaa,"Please, please, people. Let's put the 'awe' back in 'awesome'"
2649,TEDWomen 2016,Chinaka Hodge,What will you tell your daughters about 2016?
1828,TED2013,James Flynn,Why our IQ levels are higher than our grandparents'
2300,TED2015,Alec Soth + Stacey Baker,This is what enduring love looks like
2076,TEDSalon NY2014,Rishi Manchanda,What makes us get sick? Look upstream
1950,TED2014,Edward Snowden,Here's how we take back the Internet
2145,TEDMED 2014,Barbara Natterson-Horowitz,What veterinarians know that physicians don't
2060,TEDCity2.0,Eric Liu,Why ordinary people need to understand power
2302,TEDGlobalLondon,Jon Ronson,When online shaming goes too far
627,TEDGlobal 2009,Steve Truglia,A leap from the edge of space
2357,TED Fellows Retreat 2015,Christine Sun Kim,The enchanting music of sign language
1018,TEDGlobal 2010,Marcel Dicke,Why not eat insects?
2569,TEDSummit,Laura Boushnak,The deadly legacy of cluster bombs
121,TED2004,James Howard Kunstler,The ghastly tragedy of the suburbs
818,TED2010,Elizabeth Pisani,"Sex, drugs and HIV -- let's get rational"
1784,TEDGlobal 2013,Charmian Gooch,Meet global corruption's hidden players
2521,TED2016,Negin Farsad,A highly scientific taxonomy of haters
1526,TEDxStanford,Mark Applebaum,The mad scientist of music
2279,TEDWomen 2015,Rana el Kaliouby,This app knows how you feel -- from the look on your face
2478,Global Witness HQ,Robert Palmer,The Panama Papers exposed a huge global problem. What's next?
71,TED2006,Rick Warren,A life of purpose
1310,TEDSalon NY2011,Daniel Goldstein,The battle between your present and future self
1616,TEDxBoston 2012,Amos Winter,The cheap all-terrain wheelchair
2370,TEDWomen 2015,Jenni Chang and Lisa Dazols,This is what LGBT life is like around the world
2654,TEDxBerlin,James Beacham,How we explore unanswered questions in physics
2839,TED2017,Peter Calthorpe,7 principles for building better cities
2838,TED2017,Jack Conte,How artists can (finally) get paid in the digital age 
1368,TEDxWomen 2011,Tan Le,My immigration story
2583,TEDSummit,Michael Shellenberger,How fear of nuclear power is hurting the environment
1191,TEDGlobal 2011,Nadia Al-Sakkaf,See Yemen through my eyes
197,TED2007,Philippe Starck,Design and destiny
1162,TEDxSiliconValley,Damon Horowitz,"We need a ""moral operating system"""
491,TEDxManhattanBeach,Eduardo Briceño,How to get better at the things you care about
1836,TEDGlobal 2013,Michael Sandel,Why we shouldn't trust markets with our civic life
1664,TEDxThessaloniki,Edi Rama,Take back your city with paint
838,TED2010,Omar Ahmad,Political change with pen and paper
2036,TEDSalon Berlin 2014,Simon Anholt,Which country does the most good for the world?
1171,TED2011,Camille Seaman,Haunting photos of polar ice
1281,TEDGlobal 2011,Péter Fankhauser,"Meet Rezero, the dancing ballbot"
1467,TEDxSummit,Juan Enriquez,Will our kids be a different species?
2568,TEDxRiodelaPlata,Gonzalo Vilariño,How Argentina's blind soccer team became champions
2465,TED2016,Haley Van Dyck,How a start-up in the White House is changing business as usual
696,TEDGlobal 2009,Rob Hopkins,Transition to a world without oil
2333,TEDGlobal 2014,Taiye Selasi,"Don't ask where I'm from, ask where I'm a local"
68,TED2006,Robert Wright,Progress is not a zero-sum game
1391,TED2012,Brené Brown,Listening to shame
1757,TED2013,Anas Aremeyaw Anas,"How I named, shamed and jailed"
126,TED2003,Tierney Thys,Swim with the giant sunfish
2636,TEDNYC,Ryan Gravel,How an old loop of railroads is changing the face of a city
1441,TED@SXSWi,JP Rangaswami,Information is food
2184,TEDYouth 2014,Kenneth Shinozuka,"My simple invention, designed to keep my grandfather safe"
471,TED2004,Richard Pyle,A dive into the reef's Twilight Zone
1003,TEDGlobal 2010,Stefan Wolff,The path to ending ethnic conflicts
2473,TED Talks Live,Juan Enriquez,We can reprogram life. How to do it wisely
232,TED2008,Neil Turok,My wish: Find the next Einstein in Africa
2709,TEDxBerkeley,John Koenig,Beautiful new words to describe obscure emotions
815,TED2010,Adora Svitak,What adults can learn from kids
837,TED2010,Tom Wujec,"Build a tower, build a team"
2449,TED2016,Alexander Betts,Our refugee system is failing. Here's how we can fix it
2500,TEDxCERN,Michael Bodekaer,This virtual lab will revolutionize science class
2526,TED@BCG Paris,Seema Bansal,How to fix a broken education system ... without any more money
300,TED2003,Torsten Reil,Animate characters by evolving them
40,TED2005,Frans Lanting,The story of life in photographs
547,TED2009,Ray Anderson,The business logic of sustainability
1376,TED2012,Vijay Kumar,Robots that fly ... and cooperate
1618,TEDxCHUV,Daphne Bavelier,Your brain on video games
1722,TED2013,Miranda Wang and Jeanny Yao,Two young scientists break down plastics with bacteria
594,TED2009,Kary Mullis,A next-gen cure for killer infections
2459,TED2016,Meron Gribetz,A glimpse of the future through an augmented reality headset
2501,TED2016,Kang Lee,Can you really tell if a kid is lying?
633,TEDGlobal 2009,Misha Glenny,How global crime networks work
1314,TEDxBrussels,Paddy Ashdown,The global power shift
2859,TED2017,Ray Dalio,How to build a company where the best ideas win
760,TEDxBoston 2009,George Whitesides,A lab the size of a postage stamp
2836,TEDMED 2016,Anjan Chatterjee,How your brain decides what is beautiful
339,EG 2007,Peter Hirshberg,"The web is more than ""better TV"""
75,TEDGlobal 2005,Sasa Vucinic,Why we should invest in a free press
1001,TED2010,Andrew Bird,A one-man orchestra of the imagination
1228,TEDGlobal 2011,Amy Lockwood,Selling condoms in the Congo
1638,TEDSalon NY2012,Adam Davidson,What we learned from teetering on the fiscal cliff
